"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
272,"2020-11-01 02:02:14.5860","2020-11-01 02:06:47.1950",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3203,"Hamilton Park",40.727595966,-74.044247311,42308,"Subscriber",1988,1
1032,"2020-11-01 02:14:05.7170","2020-11-01 02:31:18.4820",3213,"Van Vorst Park",40.71848892,-74.047726625,3277,"Communipaw & Berry Lane",40.71435836870427,-74.06661093235016,42157,"Customer",1969,0
939,"2020-11-01 02:25:02.7090","2020-11-01 02:40:42.3450",3638,"Washington St",40.7242941,-74.0354826,3638,"Washington St",40.7242941,-74.0354826,42396,"Customer",1993,1
1205,"2020-11-01 03:03:53.4390","2020-11-01 03:23:58.8050",3694,"Jackson Square",40.71113,-74.0789,3694,"Jackson Square",40.71113,-74.0789,42314,"Customer",1990,1
128,"2020-11-01 03:16:41.8990","2020-11-01 03:18:50.8410",3199,"Newport Pkwy",40.7287448,-74.0321082,3202,"Newport PATH",40.7272235,-74.0337589,44913,"Subscriber",1994,1
489,"2020-11-01 03:35:51.1110","2020-11-01 03:44:00.1120",3185,"City Hall",40.7177325,-74.043845,3268,"Lafayette Park",40.71346382669195,-74.06285852193832,42370,"Subscriber",1991,1
631,"2020-11-01 04:02:28.6740","2020-11-01 04:13:00.4610",3681,"Grand St",40.71517767732029,-74.03768330812454,3277,"Communipaw & Berry Lane",40.71435836870427,-74.06661093235016,42250,"Customer",2000,1
1275,"2020-11-01 05:39:31.2830","2020-11-01 06:00:46.8210",3694,"Jackson Square",40.71113,-74.0789,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,42314,"Customer",1990,1
192,"2020-11-01 05:45:14.4900","2020-11-01 05:48:27.4010",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73089709786179,-74.06391263008118,41696,"Customer",1996,1
286,"2020-11-01 05:50:02.4810","2020-11-01 05:54:49.4510",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3211,"Newark Ave",40.72152515,-74.046304543,44425,"Subscriber",1978,1
491,"2020-11-01 05:51:20.8550","2020-11-01 05:59:32.1010",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3199,"Newport Pkwy",40.7287448,-74.0321082,26469,"Subscriber",1966,1
1434,"2020-11-01 06:03:57.0410","2020-11-01 06:27:51.6750",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3192,"Liberty Light Rail",40.7112423,-74.0557013,42314,"Customer",1990,1
599,"2020-11-01 06:20:43.9950","2020-11-01 06:30:43.6870",3214,"Essex Light Rail",40.7127742,-74.0364857,3203,"Hamilton Park",40.727595966,-74.044247311,15769,"Subscriber",1990,1
3864,"2020-11-01 06:33:19.7980","2020-11-01 07:37:44.6430",3193,"Lincoln Park",40.7246050998869,-74.07840594649315,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,44973,"Subscriber",1989,2
688,"2020-11-01 06:34:15.3520","2020-11-01 06:45:44.0240",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,44380,"Customer",1969,0
207,"2020-11-01 06:56:45.7550","2020-11-01 07:00:13.2180",3211,"Newark Ave",40.72152515,-74.046304543,3203,"Hamilton Park",40.727595966,-74.044247311,44370,"Subscriber",1984,2
560,"2020-11-01 07:38:25.3240","2020-11-01 07:47:45.4090",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3268,"Lafayette Park",40.71346382669195,-74.06285852193832,28012,"Subscriber",1986,1
1698,"2020-11-01 07:38:49.6380","2020-11-01 08:07:08.3020",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,42436,"Subscriber",1989,2
414,"2020-11-01 07:40:07.6700","2020-11-01 07:47:01.9510",3199,"Newport Pkwy",40.7287448,-74.0321082,3681,"Grand St",40.71517767732029,-74.03768330812454,45919,"Subscriber",1985,1
621,"2020-11-01 07:44:30.3980","2020-11-01 07:54:52.3490",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,42303,"Subscriber",1987,2
297,"2020-11-01 07:45:37.3810","2020-11-01 07:50:34.8130",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,41696,"Subscriber",1988,1
2159,"2020-11-01 07:57:17.5160","2020-11-01 08:33:16.6450",3220,"5 Corners Library",40.734961020009514,-74.0595030784607,3195,"Sip Ave",40.73089709786179,-74.06391263008118,46536,"Subscriber",1959,1
384,"2020-11-01 08:03:51.6680","2020-11-01 08:10:15.9580",3209,"Brunswick St",40.7241765,-74.0506564,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,44225,"Subscriber",1980,1
1438,"2020-11-01 08:09:15.9590","2020-11-01 08:33:14.6300",3185,"City Hall",40.7177325,-74.043845,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,26719,"Subscriber",1993,2
963,"2020-11-01 08:09:46.7620","2020-11-01 08:25:50.3350",3192,"Liberty Light Rail",40.7112423,-74.0557013,3193,"Lincoln Park",40.7246050998869,-74.07840594649315,47054,"Customer",1969,0
4392,"2020-11-01 08:09:58.5090","2020-11-01 09:23:10.5410",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,42436,"Subscriber",1989,2
2800,"2020-11-01 08:16:52.8870","2020-11-01 09:03:33.5480",3192,"Liberty Light Rail",40.7112423,-74.0557013,3184,"Paulus Hook",40.7141454,-74.0335519,42574,"Customer",1969,0
192,"2020-11-01 08:16:54.6960","2020-11-01 08:20:06.8510",3203,"Hamilton Park",40.727595966,-74.044247311,3211,"Newark Ave",40.72152515,-74.046304543,42788,"Subscriber",1974,1
269,"2020-11-01 08:21:43.1540","2020-11-01 08:26:13.0520",3187,"Warren St",40.7211236,-74.03805095,3681,"Grand St",40.71517767732029,-74.03768330812454,19976,"Subscriber",1957,1
2622,"2020-11-01 08:30:20.7410","2020-11-01 09:14:03.4530",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,42597,"Subscriber",1971,2
762,"2020-11-01 08:37:09.0880","2020-11-01 08:49:52.0680",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,42368,"Subscriber",1973,1
111,"2020-11-01 08:41:56.8400","2020-11-01 08:43:47.9340",3213,"Van Vorst Park",40.71848892,-74.047726625,3185,"City Hall",40.7177325,-74.043845,39160,"Subscriber",1967,2
1070,"2020-11-01 08:46:28.1780","2020-11-01 09:04:18.6760",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,42363,"Subscriber",1966,1
336,"2020-11-01 08:47:24.1450","2020-11-01 08:53:00.3190",3213,"Van Vorst Park",40.71848892,-74.047726625,3187,"Warren St",40.7211236,-74.03805095,44239,"Subscriber",1964,2
840,"2020-11-01 08:48:07.3150","2020-11-01 09:02:08.2860",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29376,"Subscriber",1974,1
511,"2020-11-01 08:48:20.3230","2020-11-01 08:56:51.4640",3202,"Newport PATH",40.7272235,-74.0337589,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,44913,"Subscriber",1991,2
276,"2020-11-01 08:54:02.9340","2020-11-01 08:58:39.1220",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,46536,"Subscriber",1994,2
117,"2020-11-01 09:01:40.3310","2020-11-01 09:03:37.9380",3203,"Hamilton Park",40.727595966,-74.044247311,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,44370,"Subscriber",1983,1
3846,"2020-11-01 09:03:44.9040","2020-11-01 10:07:51.0090",3184,"Paulus Hook",40.7141454,-74.0335519,3184,"Paulus Hook",40.7141454,-74.0335519,44343,"Customer",1988,2
3831,"2020-11-01 09:04:00.3150","2020-11-01 10:07:51.5360",3184,"Paulus Hook",40.7141454,-74.0335519,3184,"Paulus Hook",40.7141454,-74.0335519,47257,"Customer",1976,1
516,"2020-11-01 09:06:18.5620","2020-11-01 09:14:55.4360",3199,"Newport Pkwy",40.7287448,-74.0321082,3203,"Hamilton Park",40.727595966,-74.044247311,35285,"Subscriber",1981,1
273,"2020-11-01 09:06:21.2330","2020-11-01 09:10:54.5600",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3187,"Warren St",40.7211236,-74.03805095,44380,"Subscriber",1979,2
649,"2020-11-01 09:08:18.9820","2020-11-01 09:19:08.5370",3220,"5 Corners Library",40.734961020009514,-74.0595030784607,3279,"Dixon Mills",40.721630142638354,-74.04996782541275,33808,"Customer",1985,1
1407,"2020-11-01 09:08:30.5450","2020-11-01 09:31:58.5280",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,45216,"Subscriber",1959,1
388,"2020-11-01 09:10:51.1780","2020-11-01 09:17:19.3430",3185,"City Hall",40.7177325,-74.043845,3681,"Grand St",40.71517767732029,-74.03768330812454,27403,"Subscriber",1989,1
224,"2020-11-01 09:12:00.3050","2020-11-01 09:15:45.0070",3185,"City Hall",40.7177325,-74.043845,3681,"Grand St",40.71517767732029,-74.03768330812454,44003,"Customer",1969,0
496,"2020-11-01 09:13:09.8680","2020-11-01 09:21:26.1680",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3185,"City Hall",40.7177325,-74.043845,41696,"Subscriber",1977,1
1867,"2020-11-01 09:16:57.1480","2020-11-01 09:48:04.5200",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3267,"Morris Canal",40.7124188237569,-74.03852552175522,42591,"Customer",1981,1
169,"2020-11-01 09:17:40.1790","2020-11-01 09:20:29.8360",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,45231,"Subscriber",1996,1
424,"2020-11-01 09:22:18.5630","2020-11-01 09:29:23.5340",3192,"Liberty Light Rail",40.7112423,-74.0557013,3211,"Newark Ave",40.72152515,-74.046304543,44492,"Customer",1969,0
193,"2020-11-01 09:22:56.2310","2020-11-01 09:26:09.5420",3185,"City Hall",40.7177325,-74.043845,3483,"Montgomery St",40.71942,-74.05099,39160,"Subscriber",1987,1
649,"2020-11-01 09:23:32.0760","2020-11-01 09:34:21.7100",3210,"Pershing Field",40.742677141,-74.051788633,3211,"Newark Ave",40.72152515,-74.046304543,41002,"Subscriber",1997,0
146,"2020-11-01 09:26:31.9440","2020-11-01 09:28:58.5010",3211,"Newark Ave",40.72152515,-74.046304543,3209,"Brunswick St",40.7241765,-74.0506564,42623,"Subscriber",1980,1
1300,"2020-11-01 09:26:47.0250","2020-11-01 09:48:27.4290",3199,"Newport Pkwy",40.7287448,-74.0321082,3195,"Sip Ave",40.73089709786179,-74.06391263008118,42526,"Customer",1969,0
506,"2020-11-01 09:28:40.8200","2020-11-01 09:37:07.2190",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,42552,"Subscriber",1985,1
733,"2020-11-01 09:30:56.2570","2020-11-01 09:43:09.4230",3211,"Newark Ave",40.72152515,-74.046304543,3268,"Lafayette Park",40.71346382669195,-74.06285852193832,42352,"Subscriber",1986,2
266,"2020-11-01 09:31:32.3880","2020-11-01 09:35:59.0070",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3280,"Astor Place",40.71928220070702,-74.07126188278198,42316,"Subscriber",1993,2
2676,"2020-11-01 09:32:34.2640","2020-11-01 10:17:10.6030",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3267,"Morris Canal",40.7124188237569,-74.03852552175522,45216,"Subscriber",1959,1
1760,"2020-11-01 09:36:16.0230","2020-11-01 10:05:36.0460",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,42580,"Customer",1969,0
1768,"2020-11-01 09:36:16.1480","2020-11-01 10:05:44.8230",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,42314,"Customer",1969,0
1475,"2020-11-01 09:37:09.5190","2020-11-01 10:01:44.6910",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3267,"Morris Canal",40.7124188237569,-74.03852552175522,35097,"Subscriber",1995,1
362,"2020-11-01 09:38:30.2760","2020-11-01 09:44:32.7740",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3681,"Grand St",40.71517767732029,-74.03768330812454,40124,"Subscriber",1982,2
721,"2020-11-01 09:41:11.1860","2020-11-01 09:53:12.7450",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3638,"Washington St",40.7242941,-74.0354826,40207,"Customer",1969,0
1253,"2020-11-01 09:42:49.0030","2020-11-01 10:03:42.1530",3268,"Lafayette Park",40.71346382669195,-74.06285852193832,3279,"Dixon Mills",40.721630142638354,-74.04996782541275,42249,"Subscriber",1989,1
749,"2020-11-01 09:44:41.4070","2020-11-01 09:57:10.7600",3192,"Liberty Light Rail",40.7112423,-74.0557013,3279,"Dixon Mills",40.721630142638354,-74.04996782541275,42194,"Subscriber",1992,2
334,"2020-11-01 09:46:46.4870","2020-11-01 09:52:20.5600",3681,"Grand St",40.71517767732029,-74.03768330812454,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,44392,"Subscriber",1982,2
201,"2020-11-01 09:50:57.3190","2020-11-01 09:54:18.4400",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3203,"Hamilton Park",40.727595966,-74.044247311,21314,"Subscriber",1988,1
173,"2020-11-01 09:51:21.0510","2020-11-01 09:54:14.2170",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3681,"Grand St",40.71517767732029,-74.03768330812454,44767,"Customer",1969,0
350,"2020-11-01 09:52:29.9620","2020-11-01 09:58:20.9100",3280,"Astor Place",40.71928220070702,-74.07126188278198,3193,"Lincoln Park",40.7246050998869,-74.07840594649315,46465,"Subscriber",1960,1
2137,"2020-11-01 09:53:40.3540","2020-11-01 10:29:18.1900",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,44392,"Subscriber",1982,2
1258,"2020-11-01 09:53:57.2450","2020-11-01 10:14:56.2190",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3203,"Hamilton Park",40.727595966,-74.044247311,43066,"Subscriber",1979,1
402,"2020-11-01 09:57:24.7270","2020-11-01 10:04:06.9260",3280,"Astor Place",40.71928220070702,-74.07126188278198,3195,"Sip Ave",40.73089709786179,-74.06391263008118,44556,"Subscriber",1984,1
1108,"2020-11-01 09:58:32.6480","2020-11-01 10:17:01.1650",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3199,"Newport Pkwy",40.7287448,-74.0321082,42526,"Customer",1969,0
1014,"2020-11-01 09:58:51.4770","2020-11-01 10:15:45.9080",3638,"Washington St",40.7242941,-74.0354826,3483,"Montgomery St",40.71942,-74.05099,44336,"Subscriber",1984,1
997,"2020-11-01 09:59:02.8110","2020-11-01 10:15:40.7130",3638,"Washington St",40.7242941,-74.0354826,3483,"Montgomery St",40.71942,-74.05099,42396,"Subscriber",1988,2
596,"2020-11-01 10:01:20.9760","2020-11-01 10:11:17.7760",3187,"Warren St",40.7211236,-74.03805095,3209,"Brunswick St",40.7241765,-74.0506564,44239,"Customer",1969,0
1581,"2020-11-01 10:02:22.8790","2020-11-01 10:28:44.4590",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,44973,"Customer",1990,1
610,"2020-11-01 10:03:01.8310","2020-11-01 10:13:12.7120",3192,"Liberty Light Rail",40.7112423,-74.0557013,3185,"City Hall",40.7177325,-74.043845,42277,"Subscriber",1973,1
1504,"2020-11-01 10:05:14.8020","2020-11-01 10:30:18.8930",3187,"Warren St",40.7211236,-74.03805095,3187,"Warren St",40.7211236,-74.03805095,42546,"Subscriber",1991,2
576,"2020-11-01 10:05:19.5280","2020-11-01 10:14:56.1400",3268,"Lafayette Park",40.71346382669195,-74.06285852193832,3213,"Van Vorst Park",40.71848892,-74.047726625,42352,"Subscriber",1986,2
2856,"2020-11-01 10:05:34.5900","2020-11-01 10:53:10.7850",3211,"Newark Ave",40.72152515,-74.046304543,3268,"Lafayette Park",40.71346382669195,-74.06285852193832,44342,"Customer",1994,2
1440,"2020-11-01 10:06:13.3000","2020-11-01 10:30:14.1600",3187,"Warren St",40.7211236,-74.03805095,3187,"Warren St",40.7211236,-74.03805095,40867,"Customer",1988,1
142,"2020-11-01 10:06:34.2640","2020-11-01 10:08:56.6450",3184,"Paulus Hook",40.7141454,-74.0335519,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,42130,"Subscriber",1989,2
831,"2020-11-01 10:07:08.1810","2020-11-01 10:20:59.5260",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3203,"Hamilton Park",40.727595966,-74.044247311,44556,"Subscriber",1975,1
219,"2020-11-01 10:07:17.0430","2020-11-01 10:10:56.2710",3203,"Hamilton Park",40.727595966,-74.044247311,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,42308,"Subscriber",1966,1
703,"2020-11-01 10:08:55.4610","2020-11-01 10:20:39.3920",3679,"Bergen Ave",40.722103786686034,-74.07145500183105,3679,"Bergen Ave",40.722103786686034,-74.07145500183105,42439,"Subscriber",1993,1
976,"2020-11-01 10:08:55.9440","2020-11-01 10:25:12.3630",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3209,"Brunswick St",40.7241765,-74.0506564,47029,"Subscriber",1981,2
3233,"2020-11-01 10:09:57.9930","2020-11-01 11:03:51.5290",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3202,"Newport PATH",40.7272235,-74.0337589,40174,"Subscriber",1989,2
239,"2020-11-01 10:10:40.4120","2020-11-01 10:14:39.5140",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3195,"Sip Ave",40.73089709786179,-74.06391263008118,35358,"Subscriber",1981,1
325,"2020-11-01 10:16:59.5110","2020-11-01 10:22:25.4790",3213,"Van Vorst Park",40.71848892,-74.047726625,3187,"Warren St",40.7211236,-74.03805095,42593,"Subscriber",1980,1
1272,"2020-11-01 10:17:13.3130","2020-11-01 10:38:26.0470",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3199,"Newport Pkwy",40.7287448,-74.0321082,44737,"Customer",1978,2
1036,"2020-11-01 10:17:47.5750","2020-11-01 10:35:04.3630",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,42308,"Subscriber",1966,1
1160,"2020-11-01 10:18:34.0580","2020-11-01 10:37:54.5020",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3199,"Newport Pkwy",40.7287448,-74.0321082,42141,"Customer",1977,2
373,"2020-11-01 10:20:38.9830","2020-11-01 10:26:52.0390",3185,"City Hall",40.7177325,-74.043845,3268,"Lafayette Park",40.71346382669195,-74.06285852193832,41696,"Subscriber",1982,1
1222,"2020-11-01 10:23:19.6350","2020-11-01 10:43:42.2910",3280,"Astor Place",40.71928220070702,-74.07126188278198,3199,"Newport Pkwy",40.7287448,-74.0321082,42285,"Subscriber",1993,1
1090,"2020-11-01 10:25:39.2130","2020-11-01 10:43:49.4000",3280,"Astor Place",40.71928220070702,-74.07126188278198,3199,"Newport Pkwy",40.7287448,-74.0321082,43499,"Customer",1969,0
2011,"2020-11-01 10:25:49.6650","2020-11-01 10:59:21.4340",3187,"Warren St",40.7211236,-74.03805095,3187,"Warren St",40.7211236,-74.03805095,45352,"Subscriber",1991,1
897,"2020-11-01 10:26:07.5030","2020-11-01 10:41:05.0210",3210,"Pershing Field",40.742677141,-74.051788633,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,42435,"Subscriber",1995,1
134,"2020-11-01 10:26:17.2810","2020-11-01 10:28:31.8240",3209,"Brunswick St",40.7241765,-74.0506564,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,44239,"Subscriber",1991,2
550,"2020-11-01 10:27:12.3460","2020-11-01 10:36:23.0470",3192,"Liberty Light Rail",40.7112423,-74.0557013,3213,"Van Vorst Park",40.71848892,-74.047726625,42314,"Customer",1969,0
547,"2020-11-01 10:27:18.2770","2020-11-01 10:36:25.4270",3192,"Liberty Light Rail",40.7112423,-74.0557013,3213,"Van Vorst Park",40.71848892,-74.047726625,42580,"Customer",1969,0
1800,"2020-11-01 10:29:07.5770","2020-11-01 10:59:08.3020",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3279,"Dixon Mills",40.721630142638354,-74.04996782541275,42634,"Subscriber",1986,2
367,"2020-11-01 10:29:26.3920","2020-11-01 10:35:33.5990",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3209,"Brunswick St",40.7241765,-74.0506564,43572,"Subscriber",1987,1
1154,"2020-11-01 10:29:39.4520","2020-11-01 10:48:54.3080",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3267,"Morris Canal",40.7124188237569,-74.03852552175522,42591,"Subscriber",1956,1
871,"2020-11-01 10:30:24.3280","2020-11-01 10:44:55.3910",3185,"City Hall",40.7177325,-74.043845,3280,"Astor Place",40.71928220070702,-74.07126188278198,45150,"Subscriber",1977,1
1096,"2020-11-01 10:31:46.6060","2020-11-01 10:50:02.6250",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3267,"Morris Canal",40.7124188237569,-74.03852552175522,44392,"Subscriber",1982,2
339,"2020-11-01 10:32:04.2750","2020-11-01 10:37:43.7270",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3483,"Montgomery St",40.71942,-74.05099,42528,"Subscriber",1964,2
1122,"2020-11-01 10:32:37.0830","2020-11-01 10:51:19.8880",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3198,"Heights Elevator",40.748715945380226,-74.04044330120087,35358,"Subscriber",1991,1
9162,"2020-11-01 10:33:26.2220","2020-11-01 13:06:08.3950",3199,"Newport Pkwy",40.7287448,-74.0321082,3199,"Newport Pkwy",40.7287448,-74.0321082,27485,"Customer",1995,2
1542,"2020-11-01 10:35:23.3590","2020-11-01 11:01:06.2510",3185,"City Hall",40.7177325,-74.043845,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,42133,"Subscriber",1962,1
195,"2020-11-01 10:36:03.3920","2020-11-01 10:39:18.8610",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3209,"Brunswick St",40.7241765,-74.0506564,44418,"Subscriber",1991,2
2080,"2020-11-01 10:37:05.8160","2020-11-01 11:11:46.3570",3694,"Jackson Square",40.71113,-74.0789,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,31659,"Subscriber",1992,1
112,"2020-11-01 10:37:10.9780","2020-11-01 10:39:03.1120",3211,"Newark Ave",40.72152515,-74.046304543,3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,41002,"Subscriber",1971,1
498,"2020-11-01 10:38:08.6450","2020-11-01 10:46:27.2350",3199,"Newport Pkwy",40.7287448,-74.0321082,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,33652,"Subscriber",1996,1
833,"2020-11-01 10:38:58.8970","2020-11-01 10:52:52.0420",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3195,"Sip Ave",40.73089709786179,-74.06391263008118,46536,"Subscriber",1980,1
658,"2020-11-01 10:40:43.3440","2020-11-01 10:51:42.2170",3211,"Newark Ave",40.72152515,-74.046304543,3192,"Liberty Light Rail",40.7112423,-74.0557013,39227,"Subscriber",1992,2
854,"2020-11-01 10:42:22.3820","2020-11-01 10:56:37.0020",3199,"Newport Pkwy",40.7287448,-74.0321082,3483,"Montgomery St",40.71942,-74.05099,45262,"Customer",1988,1
940,"2020-11-01 10:43:23.5990","2020-11-01 10:59:04.4090",3483,"Montgomery St",40.71942,-74.05099,3638,"Washington St",40.7242941,-74.0354826,42396,"Subscriber",1988,2
935,"2020-11-01 10:43:24.7350","2020-11-01 10:59:00.3770",3483,"Montgomery St",40.71942,-74.05099,3638,"Washington St",40.7242941,-74.0354826,44336,"Subscriber",1984,1
2575,"2020-11-01 10:43:53.6020","2020-11-01 11:26:48.7920",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,44403,"Customer",1984,2
306,"2020-11-01 10:48:08.6850","2020-11-01 10:53:14.7330",3679,"Bergen Ave",40.722103786686034,-74.07145500183105,3195,"Sip Ave",40.73089709786179,-74.06391263008118,42439,"Customer",1969,0
